Loaded 1674 candidate files (site=None, family=None)
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sk\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sr\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\th\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\zh\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ar\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\bg\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\cs\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\da\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\de\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\el\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\es\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fi\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fr\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\he\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hr\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hu\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\id\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\it\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pt\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ro\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ru\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sk\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\words\python\developer-guide\parsers.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ar\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\cs\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\da\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\es\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fa\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fi\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\he\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hi\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hr\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pt\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ru\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\th\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\zh\words\python\getting-started\installation.md -- fixed: [('././developer-guide/core-management/', '../../developer-guide/core-management/'), ('./license/', '../license/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ar\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\cs\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\da\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\el\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fa\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\he\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hr\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hu\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\id\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lt\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pt\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ro\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ru\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sk\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\zh\words\python\getting-started\license.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/core-management/', '../../developer-guide/core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\id\cells\cpp\faq.md -- fixed: [('./installation/', '../installation/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\ar\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\bg\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\ca\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\cs\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\el\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\fa\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\fi\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\fr\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\he\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\hi\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\hr\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\hu\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\id\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\pt\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\ro\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\sv\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\uk\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\vi\page\python\troubleshooting.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\id\page\python\use-cases.md -- fixed: [('./faq/', '../faq/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\ca\words\python\how-to-build-ldm-builder-python.md -- fixed: [('./developer-guide/docx-writer/', '../developer-guide/docx-writer/'), ('./developer-guide/working-with-document-sections/', '../developer-guide/working-with-document-sections/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\kb.aspose.org\id\words\python\how-to-build-ldm-builder-python.md -- fixed: [('./developer-guide/docx-writer/', '../developer-guide/docx-writer/'), ('./developer-guide/working-with-document-sections/', '../developer-guide/working-with-document-sections/')]

Final recheck on 78 pending results...
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\pdf\java\developer-guide\layout.md -- [] unresolved_links=['../pdf'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fi\pdf\java\developer-guide\layout.md -- [] unresolved_links=['../pdf'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\pdf\java\developer-guide\layout.md -- [] unresolved_links=['../pdf'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lt\pdf\java\developer-guide\layout.md -- [] unresolved_links=['../pdf'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ru\pdf\java\developer-guide\layout.md -- [] unresolved_links=['../pdf'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sr\pdf\java\developer-guide\layout.md -- [] unresolved_links=['../pdf'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hi\pdf\java\developer-guide\pdfa.md -- [] unresolved_links=['../fixes'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ru\pdf\java\developer-guide\pdfa.md -- [] unresolved_links=['../fixes'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\pdf\java\developer-guide\text.md -- [] unresolved_links=['../facades'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\cs\pdf\java\developer-guide\text.md -- [] unresolved_links=['../facades'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fa\pdf\java\developer-guide\text.md -- [] unresolved_links=['../facades'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fi\pdf\java\developer-guide\text.md -- [] unresolved_links=['../facades'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hi\pdf\java\developer-guide\text.md -- [] unresolved_links=['../facades'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hu\pdf\java\developer-guide\text.md -- [] unresolved_links=['../facades'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\pdf\java\developer-guide\text.md -- [] unresolved_links=['../facades'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lt\pdf\java\developer-guide\text.md -- [] unresolved_links=['../facades'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\zh\pdf\java\developer-guide\text.md -- [] unresolved_links=['../facades'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\pdf\java\developer-guide\xfa.md -- [] unresolved_links=['../forms'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\zh\pdf\java\developer-guide\xfa.md -- [] unresolved_links=['../forms'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fa\slides\cpp\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hi\slides\cpp\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\slides\cpp\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\th\slides\cpp\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\slides\cpp\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\slides\cpp\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\slides\cpp\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hr\slides\java\getting-started\quickstart.md -- [] unresolved_links=['../developer-guide/features/', '../developer-guide/working-with-comments/', '../developer-guide/working-with-connectors/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\slides\java\getting-started\quickstart.md -- [] unresolved_links=['../developer-guide/features/', '../developer-guide/working-with-comments/', '../developer-guide/working-with-connectors/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\th\slides\java\getting-started\quickstart.md -- [] unresolved_links=['../developer-guide/features/', '../developer-guide/working-with-comments/', '../developer-guide/working-with-connectors/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\slides\java\getting-started\quickstart.md -- [] unresolved_links=['../developer-guide/features/', '../developer-guide/working-with-comments/', '../developer-guide/working-with-connectors/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\slides\java\getting-started\quickstart.md -- [] unresolved_links=['../developer-guide/features/', '../developer-guide/working-with-comments/', '../developer-guide/working-with-connectors/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\slides\java\getting-started\quickstart.md -- [] unresolved_links=['../developer-guide/features/', '../developer-guide/working-with-comments/', '../developer-guide/working-with-connectors/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ja\slides\net\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\slides\net\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\slides\net\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\slides\net\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\slides\net\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ar\slides\python\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\bg\slides\python\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\slides\python\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\cs\slides\python\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\da\slides\python\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\de\slides\python\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\el\slides\python\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\es\slides\python\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fa\slides\python\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fr\slides\python\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
CONFIRMED verify failure: D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\he\slides\python\getting-started\quickstart.md -- [] unresolved_links=['../../developer-guide/working-with-shapes/', '../../developer-guide/text-formatting/', '../../developer-guide/visual-effects/'] gates=[]
